story_id,title_text,story_text,resp_text,isComplaint_true,isComplaint_R1,isComplaint_R2,isComplaint_R3,engagement_true,engagement_R1,engagement_R2,engagement_R3,engagement_R4,engagement_R5,engagement_R6,engagement_R7,engagement_R8,organisationalLearning_true,organisationalLearning_R1,organisationalLearning_R2,organisationalLearning_R3,organisationalLearning_R4,organisationalLearning_R5,organisationalLearning_R6,organisationalLearning_R7,organisationalLearning_R8
154,Brilliant practice ,"After recently moving to the area, my partner and I registered with Washway Road. Registration was easy, after collecting forms from the practice to complete, and the receptionist who helped us to get sorted was friendly and very knowledgeable about the process and the booking systems. Since then, I have always found it very easy to get appointments when needed (given on the day for urgent issues, or within a few days of request for routine checks), either via AskMyGP or telephone to the practice. All of the nurses and practitioners I have seen for appointments have been attentive and caring, and I have felt that they have taken the extra time sometimes needed to really give quality care. One of the best run practices I have been to and I would recommend to anyone.",Thank you Emily for taking the time to write a review about our practice. We appreciate you taking the time. ,0,0,0,0,0,,,,,,,,,0,,,,,,,,
70,Doctor.,I was given the time needed to explain the challenges I am facing. Appropriate treatment was discussed. The doctor was helpful and has also helped me in the past. Many thanks,Thank you for your feedback on your recent visit to the surgery. I am pleased to hear that you are happy with the service you received on that day and past visits.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
180,Great Practise,"Extremely helpful GP who through a telephone consultation explained to me all I needed to know about my CT Angiogram and Cholesterol results, and healthy way forward to prevent heart health. Thank you.  ","Dear CarolynrnMany thanks indeed for taking the time to provide the Surgery with a review on this portal.  Feedback is so important and it is always with great pleasure when we receive such a positive review.  I will be sure to pass on your gratitude to the GP you spoke to and to share this with all our staff which really does help to boost morale.rnThank you very much.rnKind regards.  Jo Taylor, Practice Manager",0,0,0,0,0,,,,,,,,,0,,,,,,,,
156,Poor practice ,"Over the last several months I have had inaccurate blood tests taken, lost letters, no GP follow up, I have had to chase the practice on multiple occasions, poor communication, inconsistency, assurance of call back but failure to do so. Having to constantly speak to different GPS who have not read my medical history. Most contact with a GP is over the phone - waiting rooms look empty when you do get an appointment (despite limited appointment available). To be frank I have been so shocked at how bad this practice has become. ",We are sorry to hear of your disappointment with our service.  Please contact the practice directly to enable us to investigate your concerns.,1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,Fantastic service,"My grandson had to have a MRI scan on monday afternoon he is 6 years old.
Just wanted to say how kind caring and professional your staff are in the MRI scanning department.
They were so good with him and also kept my daughter calm as she was anxious as well.","Dear Tracey,
Thank you for letting us know about the kindness and professionalism of the staff who looked after your grandson and helped reassure your daughter. We have shared your positive feedback and appreciation with our MRI team and they will be very happy to hear about the difference they have made to your family. We wish you all the very best.
Kind regards from the Patient Experience Team",0,0,0,0,0,,,,,,,,,0,,,,,,,,
1,Delays for appointment at Guernsey House,"I want to say every time I attend Guernsey House I've never been seen on time. I turned up today at 10:40 for my appointment and there were people still sat there waiting for 10am appointments.
Also, all chemists are very unreliable - in my experience, there is never a full-time pharmacist working, but only a locum (if you're lucky). It has got to the point that I'm scared of going because there's always something wrong.","This is a reply to all the patients attending Guernsey House who have sent us their opinions of the service we are providing. We will be replying to specific individual responses but felt a general response was necessary to show that we are not ignoring the excellent feedback we have had so far.rnThere have been many good things said about the service as well as some specific areas that can be improved, but the overwhelming theme on the negative side has been the clinics running late, people having to wait beyond their appointment time to be seen and difficulty accessing the service when things go wrong. We have noted these complaints and are looking at ways of dealing with them. The solutions will be posted on the website for discussion.rnPlease keep the feedback coming and encourage other patients to participate this is a vital link in improving the service. Thank you to all of you that have respondedrnrnDr Roger SmithrnClinical DirectorrnPrimary Care Addiction Service (PCASS)rnGuernsey Housern",1,1,1,1,1,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
144,Great care from nurse at lymphoedema clinic,"Jan, the nurse running the Bromley Healthcare Lymphoedema Service, had a follow-up appointment with me two days ago to remeasure for compression stockings and address concerns.  
She took a lot of time, was extremely helpful and friendly, and demonstrated a lot of knowledge and expertise. I'm looking forward to the arrival of my new stockings to see how well they improve my treatment.","Dear Sandy M,  rnThank you for taking the time to provide feedback about your positive experience of the Lymphoedema Service.  rnI am pleased to hear that Jan was very helpful and I hope the stockings arrive soon.  rnI have forwarded your comment to Jan, who I am sure will appreciate your kind words.  rnWith best wishes, Sharon  rnSharon Cranfield, Patient Experience Lead, Safer Care Team",0,0,0,0,0,,,,,,,,,0,,,,,,,,
49,My Testimony,"I have been a most satisfied patient of the Riverbank Medical Centre over the four and a half years I have lived in Weston-super-Mare. I think it is extremely well run and all the staff are most helpful and courteous. I have always received the best attention whenever I have visited or had to phone in. I think, over the years I was a patient, before moving away, I have either seen or spoken with most of the doctors at some point. My opinion is that you have a wonderful team of doctors; highly motivated, skilled and with wonderful interpersonal skills - what is often called ""bedside manner."" The nursing staff maintain very high standards without losing the personal touch and displaying great interest in their patients. The receptionists and admin staff have always been most helpful. There is not a trace, here, of the obstructive receptionist keeping patients at a distance from the doctors. Please pass on my sincerest thanks to all at the Medical Centre for looking after me so well. You all surpassed yourselves in helping and supporting me, as a patient, in gaining more control and responsibility for my own health and well being and swiftly coming to my aid when things were beyond my control. You have the utmost respect from this former patient, and I hope that you enjoy the same respect from your current patients, too; certainly you deserve it. From a patient who is sorry to be losing you; I wish I could take you all with me.",Thank you for your feedback. All our clinicians and staff are very caring and strive to provide the best service they can to our patients. It's always so good to hear of particular examples and I thank you for taking the time to put this on the NHS website.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
122,My care on the hospital is excellent,My care in the hospital has been very good and I have been very impressed with the care that I have received on the ward. The nurses that I have had the pleasure of coming into contact with have been fantastic and I have been very impressed with the care that they have given me on the ward. The doctors are very happy with everyone I have seen as they have all given me a fantastic level of care and have helped me understand everything they have spoken to me about. The food has been very good and I have enjoyed the portions. I Have had no issues with my care and thank all the staff for my care,"Hello!  rnThank you for taking the time to share your feedback, it is so encouraging to learn of the excellent care you have received from the staff you have met and continue to receive. I am pleased to know you are happy with the updates you get too.  rnAll the very best in your recovery  rnstephanie",0,0,0,0,0,,,,,,,,,0,,,,,,,,
84,The care my mum got,"My mum called me recently to say that she wasn't feeling well, she had said she had a bad headache, I noticed her speech was jumbled up, it wasn't slurred she was just having difficulty finding the right word and she was confused.  
Given the fact she had a stroke in January i went straight up to make sure she was OK, we decided to call NHS24. The call handler was fantastic, he listened and repeated everything back to me to make sure he was getting the right information. It was decided that given my mums previous stroke it was best to send an ambulance which we actually thought would happen.  
The ambulance arrived at my mums promptly and unfortunately this is where the level of care and compassion dropped quite dramatically. The ambulance crew came in to my mums and started checking her vital signs and asked her a few questions. I explained what had happened before their arrival and what prompted our call to NHS24. They asked me why i called NHS24, i thought it would be fairly evident but apparently not. One of the crew then questioned if had been looking for an ambulance to be sent? Asking if it wasn't serious enough to call 999, but it was serious enough to call NHS24? I explained to them that we understand they're busy especially just now and reminded them it was NHS24 that sent them. They then said they weren't questioning my motives, but there is no reason for my mum to be conveyed to hospital. I told them that my mums confusion and jumbled up speech were not normal, my niece was also there and reiterated this to them but it made no difference. I think they had already decided that she wasn't going to be going to hospital.  
They said her vitals were all normal and there was no reason to rush her to hospital. They then presented her with 3 choices, she could go to hospital (this was discouraged by the crew), they could arrange OOH GP to see her or she could wait to see her own GP in the morning (this was pushed as the preferred option by the crew). I didn't see the point in arguing with them anymore and they left, although they did say if anything worsens call them right back on 999. In all honesty we wouldn't have been calling them back to the house nor will we in the future after that particular experience. One of the crew didn't say anything out of turn they were great with my mum, it was the other staff member who made the decisions.  
We contacted my mums GP in the morning and she was told to go straight down, after carrying out a full neurological exam and knowing her history she contacted ambulance control and arranged an urgent transfer to Ninewells, the GP did say that my mum should have been seen at hospital the previous night, i'm not sure if she raised this with the ambulance service while she was on the phone to control. My mum was transferred to Ninewells by a really good crew who understood everything and her anxieties about hospitals etc. I can't fault them.  
My thoughts on this are surely every crew should treat patients and their family with compassion and respect and really shouldn't be questioning their motives when they are needing help with their relatives. I have never had anything bad to say about Scottish Ambulance Service and it is regretful that i have to raise this. We won't be calling NHS24 (purely so an ambulance won't be sent by them, no other reason) or ambulance service again, i'll convey my mum to hospital myself, that way i know she will be treated with a bit of compassion and we won't get attitude from a member of staff.  
The last time this happened, the ambulance crew were amazing, there wasn't any fault to be found. they treated my mum with kindness and compassion which is a stark contrast to what happened this time.  
My mums opinion on this is if they don't want to help people when they're clearly not well then they shouldn't be in the job. The ambulance service assist people in their darkest hours or minutes and they should be trying to ease the anxiety of needing an ambulance etc, it felt like we were being berated for them being there.  
It turns out my mum had had a stroke and spent 4 days in hospital, just because vital signs are normal doesn't mean someone isn't having a stroke. I'm glad the GP picked up on this quickly and she is back on the mend for a second time. If there is a 3rd, the ambulance service would be the last organisation we will be contacting.","Dear JL59665,  rnI am sorry to hear of the poor experience you and your mum had on one of the occasions we attended her, I hope your mum is recovering well.  rnWe aim to deliver a caring and compassionate service for all patients and their families and it is disappointing to hear we let you and your mum down on this occasion. Please don't let this experience prevent you from calling an ambulance in future if you need to.  rnWith your permission I would like to arrange for a review to take place to allow us to learn from your feedback. If you would be agreeable to this, I would need a little more detail from you- I can be contacted directly at [kfreeburn@nhs.net](mailto:kfreeburn@nhs.net)  rnThank you again for sharing your experience, I am sorry that it wasn't to the high standard we expect.  rnKenny",1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
2,My father passed away today after ...,"What I liked
My father passed away today after a serious illness in hospital.
During the time I visited him in Chichester and Grant ward I was so imppressed with the kindness and proffesionalism of all the staff including the cleaning staff who were constantly keeping the wards clean.
The staff all seemed happy in their work and this helped all my family through a very stressfull  and upseting time.

I cannot begin to thank you enougth for helping us get through the last few weeks. 

God Bless you all.
What could be improved
Nothing, my father received the best possible treatment.
Anything else?
Hand wash stations were placed all over the hospital and it was good to see  every one using them to help combat germs.",Thank you for taking the time to give us such positive feedback at what must be an incredibly difficult time for you and your family. It is very much appreciated.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
67,Extremely satisfied with treatment,"I had a hernia operation done by a particular surgeon and was very happy with the treatment.
From the greeting in reception right through to the operation and staff on the ward.","Thank you for your comments regarding your recent experience at Nuffield Health Brentwood Hospital. I am delighted to hear that everything went well and that you were pleased with the team here at the Hospital. I will be sure to pass on your comments to Reception, Theatres and the Ward.rnBest wishes for a speedy recovery.rnTony LeernSales and Services ManagernNuffield Health Brentwood Hospital",0,0,0,0,0,,,,,,,,,0,,,,,,,,
78,Rude receptionist ,Why is it that one receptionist always goes out of way to ensure making an appointment is most difficult as it can be! If this continues I will be taking my complaint further.,"Dear Patient,
If your request for an appointment was this morning, we have suffered an area wide IT problem for which the receptionist would have explained.  We therefore were unable to provide our usual service to our patients or look ahead at appointments to be made for them.
If this is an actual complaint, I would prefer that you follow our complaints procedure (complaints form available at reception) when I will deal with this promptly.  Additionally, if your request for an appointment was via the telephone, I can listen to your call (as we record all calls) to ascertain what the receptionist informed you.
You may telephone me on my direct number: 01782 793063 if you wish.",1,1,1,1,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,can't get appointment without doctor calling...,"Terrible service especially when you are ill and needing to see a doctor.
The policy is to ring up and then a doctor will call you and decide if you need to be seen.
They can then also apparently diagnose and treat over the phone without even seeing you in the practice.
How can you prescribe to someone you haven't done an assessment on? Reception staff do try to be helpful but understand it is difficult for them. Doctors when you do eventually see them are rude and off hand and as they have limited time don't bother to read notes properly.
I have a heart condition and haven't been called for a review for I don't know how long, slipped disc in my neck was referred to hospital and didn't get the appointment letter, what did my practice do? nothing.
I filled in a form to say why I didn't go to the hospital and that was it? no follow up nothing. My poor 83 year old mum who suffers terribly with Gout in both feet won't even go the service is so bad, she also has angina and kidney problems but suffers rather than call the pratice and never get seen.
Absolutely shocking the way patients are treat.
I have been ill for the last 2 days and have now been told by phone that my ""illness"" is something that I know is totally incorrect, and this is because a doctor has diagnosed me literally without even seeing me.
This could turn into something serious and they aren't bothered.
Terrible place to be registered at as they just don'e care.","HinI appreciate you taking the time to express your concerns, If you would like to contact myself at Ibstock Surgery we can discuss your concerns in more depth.rnDiane SheasbynOperations Manager",1,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
158,Child Influenza Clinic,"We attended the children's influenza clinic this weekend. It was incredibly efficient, calm, kind and little details like cocomelon on the screen, chocolate treats and stickers were so thoughtful. As a working Mum I really appreciated it being run on a weekend too. So grateful to have such an amazing surgery on our doorstep. The staff always go above and beyond and this is just another example of how brilliant they all are. ","Thank you very much for your kind and positive feedback for our first designated child flu clinic.  This will help us to continue to provide a calm, kind, friendly and efficient service for our littles and their parents in the future.",0,0,0,0,0,,,,,,,,,0,,,,,,,,
155,The podiatrist is great,"Just want to say how amazing David the podiatrist was today, I can tell he loves his job and he is so passionate about helping people and he makes his patients feel so a welcome and so at ease!! Thank you so much david!!","Hi Melissal  rnThank you for taking the time to share your story of when you attended the Podiatry Department at Ballymena Health & Care Centre.  rnAs a team we always strive to create an open, honest and friendly environment, with the aim that our patient cohort leave having had a positive experience. I am delighted to hear that this was the same for you.  rnI will feed this back to the staff member involved.  rnKind Regards  rnStephen McAlister  rnDeputy Podiatry Manager",0,0,0,0,0,,,,,,,,,0,,,,,,,,
9,Mind put at rest by TRAC,I think the this services is really good and puts your mind at rest. The staff are very good. Sometimes there is a blip when the hospital states they can do a procedure and they can’t after they have said yes to the first time. But I would like this service to carry on. Thank you.,"Dear ‘Penfriend521’,rnI am very pleased to read you felt your mind was out at rest by the TRAC team when discussing your appointment. I can only apologise for any confusion caused when discussing procedures but hope it was resolved for you.rnKind regardsrnGemma Tremlett",1,0,0,1,2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Worst doctors,"The staff at reception are rude and unprofessional
You can never get an appointment
Waited 2 hours before I was seen to be spoke to rudely by the doctor
The place is filthy.",We are sorry you feel we have let you down and quite understand if you exercise your choice to register at a better surgery,1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
159,The course was good and covered useful topics,"The course was good and covered useful topics.  
At times I would have liked the course to move a bit quicker/less time listening to tutor read out the booklet - more hands-on.  
I found the quick control methods reframing, challenging negative thoughts sections especially useful and I am beginning to apply them in my life.",Hello fornaxyk55  rnThank you for taking the time to share your feedback with us.  rnI am glad that the course had useful topics and strategies for you and that some are them your applying in your life.  rnI am also really pleased you have shared about the pace of the course and that sometimes you would find more hands on learning activities beneficial to balance out listening activities. I will be taking this to the team so we can discuss and review our courses around the balance of learning activities to see any changes we can make with regards to your feedback.  rnIn addition to this feedback you would like to speak with me to discuss further your thoughts and any possible ideas you may have on how we could improve I would be very happy to chat with on 0115 9560 827,1,0,0,0,2,2.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
145,Surprised at lack of covid precautions ,"As an immunosuppressed patient I was surprised at the lack of masks lack of ventilation to protect the immunosuppressed, having read other feedback it is clear the surgery is not taking on board advice from science and data that covid is still an issue, still a risk and is air borne, ventilation and the use of Hepa filters should be a normal ‘ risk assessment’ made in all health care settings to mitigate the risk of covid to the most at risk, although not surprised given Vine surgeries overall lack of attention to its patients.

Maybe take a read of the NHS use of Hepa filters in healthcare settings ","Dear Anonymous,
Throughout the pandemic we, like all surgeries have followed national guidance about the infection control measures that are needed to be in place to keep our patients and staff as safe as possible.
The national guidance changed in April this year, placing the responsibility on the surgery to carry out risk assessments to determine whether the wearing of masks should be mandatory or not, taking into account Covid infection levels in the local community (as well as staff absence due to respiratory conditions) as a guide.
We now offer patients the option of wearing a mask UNLESS they present with respiratory symptoms, in which case, this is mandatory for both the patient and staff member seeing them.  The same is true for our immuno-suppressed patients;  once the staff member is aware of their immuno-suppressed health status, they will routinely put on a mask to ensure the greatest degree of protection. 
I am sorry if you have not found this to be the case and would appreciate any further information you are able to provide to help me investigate this issue in more detail. Please contact me at hiowicb-hsi.vinemedicalgroup@nhs.net.
Thanks,
Sarah
Assistant Practice Manager",1,1,1,1,2,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0
21,A and E childrens department,"Had to bring my daughter to the A and E department last friday as she had had a bump to the head, the reception staff were brilliant and so was the staff who checked my daughter over, the health care assistant was very funny and this made my daughter feel relaxed and she cooperated with everything they asked her to do then after a short wait she was seen by the doctor who again was brilliant with her. All in all i could not fault each and every member of staff that dealt with us. They were a credit to this NHS and for which they should be very proud. Thank you and keep us the amazing work",Thank you for taking the time to leave a comment on NHS Choices. We will pass your thanks and appreciation on to the team in accident and emergency. We hope your daughter is feeling better.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
3,Four months (and counting) wait for short term assessment and recovery team (mental health),"I was referred by my GP to the Short Term Assessment and recovery Team at St Ann's mental health services in late September 2009 due to depression and anxiety and the fact that my privately paid for therapist believes that I may be bipolar II. Four months later, I'm still waiting. My GP has followed up twice and so have I, being told that they will call me back, but haven't done so. It's a good job I'm not suicidal. Having said that, my mental (and physical) health is getting worse. I could go to the walk-in, but I feel so depressed I can hardly leave the house or even get out of bed some days. I'm currently off work with physical health problem possibly brought on by feeling exhausted, run-down and depressed. Maybe I have to go completely crazy before anyone will help me?","We are sorry that your appointment has been delayed. Our START service has been experiencing high numbers of referrals in recent months and is working hard to reduce response times to referrers and service users.

We will integrate START and the 24/7 Emergency Reception Centre (ERC) from March.  By June 2010 START will offer first appointments within five working days from receipt of referral.  In the meantime, service users who require a more immediate assessment of their mental health needs can continue to self-refer directly to the 24/7 ERC at St Ann’s Hospital, where an appointment is not necessary.

Patient Opinion is an anonymised service.  If you would like us to look into your case, please contact the Trust PALS service who will be available to look into your concerns.
PALS tel: 020 8442 5427
PALS email: PALS@beh-mht.nhs.uk
Opening hours: 9.00am to 5.00pm, Monday to Friday

To find out more about how PALS can help, please visit our website: www.beh-mht.nhs.uk/pals.
",1,1,1,1,1,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
99,Appauling ,"Spent over two hours on the 'phone two separate occasions today trying to get through. Arranged a call back 'after 3.00' as I was working. My 'phone rang at exactly 3.00 and I did not get to it in time. They did not try again. I've waited over two hours for them today, and they couldn't wait for one minute for me. I tried to call back at 4.45 only to be told the practice is closed. I was advised by a friend who is a Consultant to see the GP because of possible blood clots following an Astra Zeneca vaccination, so really could have done with some reassurance. The GPs, once you see them, are generally good, but the access at this practice is totally inadequate. You don't even get told where you are in the queue now, just that there are 'numerous' people answering the 'phone. I waited 70 minutes this morning to get through and another 40 minutes from 3.01. I gave up in the end. I cannot believe that this practice has been graded 'Outstanding' by QCQ. ","Apologies for your issues Dr Nock.  I believe my colleague has been in touch to try and resolve your issues.

LH.",1,1,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81,Great Admin Team,"Today I spoke to a receptionist she was so helpful and went above and beyond to help me find a sort my referral. She even called me back to give me an update. My mum is very jealous of the great service I receive at this GP. Also my doctor is great I feel really comfortable at this GP and is helping me find my way through difficult times at uni. 

Thanks KCHC",Thank you for taking the time to provide such nice feedback :),0,0,0,0,0,,,,,,,,,0,,,,,,,,
32,Endoscopy Nurses were superb,"Couldn't have been better. Greeted very politely, taken through immediately even though was early and given v clear directions what to do. Immaculate waiting and changing areas. Staff Nurses Lynn, Suzie and Jacqueline were superb, keeping me informed and reassuring me throughout the Colonoscopy. Found it fascinating watching the progress of the scope on the screen! Same high standards of care afterwards with a welcome coffee and sandwich. Never imagined I'd enjoy such a visit but this unit is a credit to our Health service. Thank you team!","Dear Mikewibike  
Thank you so much for your positive comments in relation to the care you received in Endoscopy Unit. I am very pleased that your experience was a positive one, you felt the department was immaculate and staff kept you well informed throughout your visit. I have passed your so encouraging comments to the team including the Nurses Jackie, Lynn and Suzie.  
I wish you well  
Nothando Senda-Ndaba  
Sister – Endoscopy  
Queen Margaret Hospital",0,0,0,0,0,,,,,,,,,0,,,,,,,,
69,Appealing surgery,"Never do as consultant instructs them to, never follow up care properly, refuse to give treatments. And never on time, expect to wait at least an hour or so when you arrive as 10 am means 11am possibly on a good day.
Needs to be looked at by CQC.","Dear sir or madamrnPlease accept our sincere apologies for the late running clinic you attended, whilst clinicians endeavour to keep to 10 minute appointments sometimes inevitably due to complex patient problems clinicians do run late.rnI am most concerned that you feel that the clinician did not follow the instructions of a consultant, has not followed up your care and has refused to give treatment.rnUnfortunately as you have not left your name i cannot investigate this.rnAs per our complaints procedure please contact me, via phone, in person, email or letter and provide details to enable me to investigate.rnPractice Manager",1,1,1,1,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Absolutely brilliant midwives cant recommend...,"What I liked
I came into hospital in April with a DVT in my leg, all the midwives and staff were so kind and helpful on ward 22. Later I came to North Tees to get checked out when in labour and came back in the morning to have my baby, the midwife who helped me through the labour was absolutely amazing. She was extremely experienced and straight away made me feel at ease.

 She couldn't have been any better. I was lucky enough to have a normal natural birth with no problems. Giving birth was the scariest thing I've ever done and she made it such a lovely experience.

I cant thank the midwifes enough, they are so friendly, and kind. I rang up quite a few times for advice when worried about contractions or my DVT. I always got great advice and felt reassured.
I cant recommend North Tees Hospital enough !!
Thank you so much",Dear Sarah - we hope you and your baby are doing well and that you have fully recovered from your DVT (deep vein thrombosis). Thank you very much for taking the time to leave a comment on NHS Choices. We will pass your very kind comments on to the staff concerned.,0,0,0,0,0,,,,,,,,,0,,,,,,,,
89,Flu vaccination ,One way system in place felt very safe Dealt within the time. Nurse waiting to give vaccines . The car parking was no problem. In and out in short space of time. No ill effects. All very good.,"Thank you for taking the time to leave feedback for the Practice, it is very much appreciated.  We were pleased to hear your experience of our flu clinic was very good and have passed your comments on to our team.  Many thanks.",0,0,0,0,0,,,,,,,,,0,,,,,,,,
71,Fantastic care,"Fantastic care, can name all staff, bend over backwards, no complaints whatsoever everyone looking after my interests, good banter from everyone although some can be a bit soured faced  
Some staff walked by tissues on the floor until one staff member picked it up!  
No gloves in any of the room, I feel that the equipment needs sterilised and is awkward when no gloves available  
There is a section of floor vinyl coming away that can trap germs, I saw two beetles crawling in the hall and there have been a few flies in my room","Dear UHH3  
Thanks for taking the time to contact us via Care Opinion to share your observations of our department. I am pleased to hear you had a good experience with our staff members and their care, as it is always our intention to provide the best patient centred care possible, and it's nice to see it recognised.  
With regards to the other issues mentioned in your post, I am keen to rectify any potential Infection Prevention Control issues we may have in our department. Would you mind if I asked you to contact me directly on 01355 585154 to help me gather some information about where exactly in our department you were. This way I can action any improvements which may be needed.  
Thanks for getting in touch, hopefully will speak to you soon  
Best wishes  
Hazel",1,1,0,0,2,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
104,Left extremely vulnerable,"I moved to Kensington and Chelsea area at the end of January, and was discharged from my previous community mental health hub at the end of April once my therapy sessions ended.  
Unfortunately this has now resulted in me being in receipt of absolutely zero support for the last 4 and a half months, in which time my mental health health has been left to significantly worsen along with increasing suicidal thoughts.  
Although I had an assessment with the South Kensington team in July, unfortunately it became clear to me after the assessment that the outcome had seemingly already been pre-decided before the assessment had taken place, rendering the assessment worthless in my opinion. It seems to me that the assessment was carried out purely for performative purposes, looking on paper as though something was being done, when in reality there seemed to be little interest or intention whatsoever in helping me. They did nothing. I was simply left a dreadful website, which mainly just listed private therapy providers (none of which I can afford) along with other absolutely useless suggestions for services that I have found abysmal in the past.  
My GP has put in several referrals even since the assessment, but the South Kensington team turn down every single referral falsely claiming there is 'no change in presentation'. It seems that they will continue to refuse all and every referral, perhaps resulting in breaking my will to continue instead of offering any support.  
Unfortunately I don't believe I was ever going to be assessed with an open mind, I am sure the outcome was already decided before the appointment had even taken place. After which time they simply said to go away and try again in 3 months. I am becoming increasingly suicidal by the day and my mental state has significantly worsened and severely deteriorated. I don't have any kind of support network after years of restrictions. This makes the lack of help and support even more terrifying, and I spend my days feeling extremely frightened, vulnerable, and in floods of tears daily.  
It's often said that these type of services aim to support people to avoid hospital admissions. But at the rate it's going it's extremely likely I would end up as an inpatient again, since no support whatsoever has been offered. If someone with severe suicidal thoughts is left without support in the community with no intervention then it only ends up creating more burden on the NHS when they are so unable to cope alone that they end up back in hospital.  
I don't want to make a complaint, as that is a totally pointless exercise. neither do I want another meaningless generic standardised response from PALS as a reply to me sharing my experience. Because for me we are way past that now.  
I want this to be seen by all of the staff at the South Kensington and Chelsea mental health team. This isn't going to go away.","Sorry to hear of your experience and would welcome an opportunity for you to meet with the Team / Service manager to discuss your experiences. You can contact the service directly on 0203 315 3577 or via email: southkcrt.cnwl@nhs.net. The service operates between 9am-5pm Monday to Friday.  
Should you find yourself needing mental health support you can contact our Single Point of Access 24 hours per day, 7 days a week on 0800 0234 650. The single point of access is a telephone service that provides information, advice, referrals and crisis support.",1,1,1,1,0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Fantastic staff at Perth Royal Infirmary,"A massive thank you to the fantastic team in ward 7, and theatre staff in Perth Royal Infirmary.  
The care and compassion I have received has been truly wonderful. The staff are so kind, professional and respected my dignity at all times. The teams worked so seamlessly and all care explained to me. Both departments were calm with a very positive atmosphere.  
The staff showed great support with the sip till send initiative. Interestingly the anaesthetist explained a procedure which included sensors on my forehead to monitor brain activity during the procedure to ensure that I got just enough anaesthetic for me. They used an analogy of Goldilocks and the three bears “not to little, not too much…just enough”. I woke up feeling so much better than I did the last time I had a general anaesthetic a month ago.  
The environment and equipment was clean and well maintained. I observed the staff wearing PPE and performing good hand hygiene.  
I do think there could be more vital signs machines, I think it would allow the staff to work more effectively.  
Thank you!","Dear still_smiling,  rnThank you so much for taking the time to give your feedback on your recent surgery in PRI. I am so glad that you had such a positive experience with the wonderful teams that we have in theatre and in the ward.  rnIt is good to know that the analogies used were helpful to you, and that everything was explained clearly. It is reassuring to hear of the good practice that you observed being carried. The Sip Til Send project is one we are really proud of, and which benefits all our patients who come to theatre. I will share your message with the team.  rnI hope you are continuing to recover after your surgery and that you are keeping well.  rnTake Care,  rnGillian Birrell, Senior Nurse, Theatres & Anaesthesia, NHS Tayside",1,0,0,0,2,1.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Terrible appointment system,"Since changing the appointment system, it's now impossible to get an appointment. The decision as to whether you need an appointment is made by an unqualified receptionist who is rude, hostile and unprofessional. They do not listen to the full picture and simply dismiss your concerns. I am now told on every occasion that I do not need to see a doctor - surely I am entitled to discuss my health issue with a doctor? How are receptionists qualified to make that decision?",Thank you for taking the time to leave a review with us. The surgery that you have written a review for is Grange Road surgery based in Bristol. We have not been taken over by a new company or changed the appointment system as described in this review which leads us to believe you may have written a review for the incorrect GP practice. If you would like to discuss this further please get in touch. ,1,1,1,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
